Month,Division,Campus,Service Line,Room Type,Occ Units,Available Units/Beds,OCC%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;A Loc;A Sz,0.6,1,61%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;A Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;B Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;C Loc;B Sz,0.2,1,19%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,1 BR;B Vw;C Loc;C Sz,1,2,50%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Compan;A Vw;C Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Compan;B Vw;B Loc;B Sz,0,0,0%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Compan;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Compan;C Vw;B Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Studio;A Vw;A Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Studio;A Vw;B Loc;B Sz,2,2,98%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Studio;A Vw;C Loc;B Sz,4.9,5,98%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Studio;B Vw;A Loc;B Sz,0,0,0%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Studio;B Vw;B Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Studio;B Vw;C Loc;B Sz,4,6,67%
1/31/2026,Kentuckiana,Louisville SB - 175,AL,Studio;C Vw;C Loc;B Sz,0,0,0%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Compan;C Vw;B Loc;B Sz,8,8,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Compan;C Vw;C Loc;B Sz,8,8,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Studio;B Vw;A Loc;B Sz,2,2,98%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Studio;B Vw;B Loc;B Sz,1.7,2,85%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Studio;B Vw;C Loc;B Sz,1.6,2,82%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Studio;C Vw;A Loc;B Sz,4,4,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Studio;C Vw;B Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC,Studio;C Vw;C Loc;B Sz,13.2,14,94%
1/31/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Compan;B Vw;C Loc;B Sz,5,5,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Compan;C Vw;C Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Stu Dlx;C Vw;A Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;B Vw;A Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;B Vw;B Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,HC/MC,Legacy-Studio;C Vw;C Loc;B Sz,13,13,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;A Vw;A Loc;A Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;A Vw;B Loc;B Sz,0.6,1,65%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;A Vw;C Loc;B Sz,2.6,3,86%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;A Loc;A Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;A Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;B Loc;A Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;B Loc;C Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,1BR;B Vw;C Loc;B Sz,7,7,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,Studio;A Vw;C Loc;A Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville SB - 175,SL,Studio;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville WP - 145,AL,Companion,4,4,100%
1/31/2026,Kentuckiana,Louisville WP - 145,AL,Studio,17.4,18,96%
1/31/2026,Kentuckiana,Louisville WP - 145,HC,Companion,8.2,11,75%
1/31/2026,Kentuckiana,Louisville WP - 145,HC,Private,47.8,52,92%
1/31/2026,Kentuckiana,Louisville WS - 190,AL,1BR Compan;A Vw;A Loc;A Sz,1.5,2,76%
1/31/2026,Kentuckiana,Louisville WS - 190,AL,1BR DLX Compan;A Vw;A Loc;A Sz,3,3,100%
1/31/2026,Kentuckiana,Louisville WS - 190,AL,1BR DLX;A Vw;A Loc;A Sz,2,2,100%
1/31/2026,Kentuckiana,Louisville WS - 190,AL,1BR;A Vw;A Loc;A Sz,32.5,35,93%
1/31/2026,Kentuckiana,Louisville WS - 190,AL,1BR;A Vw;A Loc;B Sz,11,11,100%
1/31/2026,Kentuckiana,Louisville WS - 190,AL,2BR Compan;A Vw;A Loc;B Sz,5,5,100%
1/31/2026,Kentuckiana,Louisville WS - 190,AL,Studio;A Vw;A Loc;B Sz,4,4,100%
1/31/2026,Kentuckiana,Louisville WS - 190,AL/MC,MC-Studio;A Vw; A Loc; A Sz,8.7,11,79%
1/31/2026,Kentuckiana,Louisville WS - 190,AL/MC,MC-Studio;B Vw; A Loc; A Sz,4,5,80%
1/31/2026,Kentuckiana,Louisville WS - 190,HC,L;Stud;1 Bath;A Vw;B Loc;B Sz,13.7,15,92%
1/31/2026,Kentuckiana,Louisville WS - 190,HC,L;Stud;1 Bath;B Vw;B Loc;B Sz,8.2,9,91%
1/31/2026,Kentuckiana,Louisville WS - 190,HC,W;Stud;.5 Bath;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville WS - 190,HC,W;Stud;.5 Bath;B Vw;B Loc;A Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville WS - 190,HC,W;Stud;.5 Bath;B Vw;B Loc;B Sz,13,13,100%
1/31/2026,Kentuckiana,Louisville WS - 190,HC,W;Stud;1 Bath;A Vw;B Loc;B Sz,4,4,100%
1/31/2026,Kentuckiana,Louisville WS - 190,HC,W;Stud;1 Bath;B Vw;B Loc;B Sz,9,9,100%
1/31/2026,Kentuckiana,Louisville WS - 190,SL,1BR DLX;A Vw;B Loc;A Sz,0,1,0%
1/31/2026,Kentuckiana,Louisville WS - 190,SL,1BR DLX;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Kentuckiana,Louisville WS - 190,SL,1BR;A Vw;B Loc;A Sz,7,9,78%
1/31/2026,Kentuckiana,Louisville WS - 190,SL,1BR;A Vw;B Loc;B Sz,0,0,0%
1/31/2026,Kentuckiana,Louisville WS - 190,SL,2BR DLX;A Vw;B Loc;B Sz,3,3,100%
1/31/2026,Kentuckiana,Louisville WS - 190,SL,2BR;A Vw;B Loc;B Sz,1.4,3,47%
1/31/2026,Kentuckiana,Louisville WS - 190,VIL,Patio Home Deluxe,17,17,100%
1/31/2026,Kentuckiana,Louisville WS - 190,VIL,Patio Home Standard,8,8,100%
1/31/2026,Kentuckiana,Louisville WS - 190,VIL,Patio Home w/ Study,31.6,32,99%
1/31/2026,Kentuckiana,New Albany AW - 105,HC,Companion,24.5,34,72%
1/31/2026,Kentuckiana,New Albany AW - 105,HC,Private,24.7,27,92%
1/31/2026,Kentuckiana,New Albany AW - 105,HC/MC,Legacy Lane - Companion,15.8,16,99%
1/31/2026,Kentuckiana,New Albany AW - 105,HC/MC,Legacy Lane - Private,12.5,14,90%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,1 Bedroom,1.1,3,38%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,1BR;A Vw;B Loc;B Sz,5,7,73%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,1BR;A Vw;C Loc;B Sz,2,2,100%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,1BR;B Vw;B Loc;B Sz,2,6,31%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,1BR;B Vw;C Loc;B Sz,0.9,3,32%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,2BR,1.3,2,66%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,Studio DLX;A Vw;B Loc;B Sz,3.3,6,55%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,Studio DLX;B Vw;B Loc;B Sz,3,6,50%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,Studio;A Vw;B Loc;B Sz,2.1,4,52%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,Studio;A Vw;C Loc;B Sz,0,2,0%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,Studio;B Vw;B Loc;B Sz,10.1,11,92%
1/31/2026,Kentuckiana,New Albany RC - 236,AL,Studio;B Vw;C Loc;B Sz,3.6,4,90%
1/31/2026,Kentuckiana,New Albany RC - 236,AL/MC,MC-Compan;B Vw;B Loc;B Sz,0.9,2,44%
1/31/2026,Kentuckiana,New Albany RC - 236,AL/MC,MC-Studio;B Vw;B Loc;B Sz,20.2,21,96%
1/31/2026,Kentuckiana,New Albany RC - 236,VIL,INDEPENDENT LIVING 2 BR,13.9,16,87%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1 BR DLX - A View - 5th FLOOR - DOUBLE,1,2,50%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1BR - 4TH FLOOR - SINGLE,5.3,6,88%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1BR - 5TH FLOOR - DOUBLE,4,4,100%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1BR Alcove - Single,1.4,2,68%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1BR DLX - 4TH FLOOR - DOUBLE,2,2,100%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1BR DLX - 4TH FLOOR - SINGLE,6.2,7,88%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1BR DLX - 5TH FLOOR - DOUBLE,1,1,100%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,1BR DLX - 5TH FLOOR - SINGLE,2.4,3,80%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,Studio - Private,5.3,6,88%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,Studio - Private Deluxe,1.1,2,56%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,Two BR Apt-Double,2,3,67%
1/31/2026,Kentuckiana,New Albany SC - 5151,AL,Two BR Apt-Single,1,1,100%
1/31/2026,Kentuckiana,New Albany SC - 5151,HC,Companion,18.9,24,79%
1/31/2026,Kentuckiana,New Albany SC - 5151,HC,Private,26.5,28,95%
1/31/2026,Kentuckiana,New Albany SC - 5151,HC,Private Deluxe,3.6,4,91%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,1BR; 1st Fl; A Vw; 626 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,1BR; 1st Fl; B Vw; 764 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,1BR; 1st Fl; B Vw; 837 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,1BR; 1st Fl; C Vw; 738 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,1BR; 1st Fl; C Vw; 778 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,2BR; 1st Fl; A Vw; 980 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Independent Living - 1 BR,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Independent Living - 1 BR DLX,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Independent Living - 2 BR,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Independent Living - Villa,31.3,36,87%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,One BR - Cloister,1,1,100%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Studio; 1st Fl; B Vw; 403 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Studio; 1st Fl; C Vw; 454 SqFt,0,0,0%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Two BR,1,1,100%
1/31/2026,Kentuckiana,New Albany SC - 5151,VIL,Two BR - Cloister,1,2,50%
1/31/2026,Kingston East,Hickory KRH-0563,SL,One BR - Large,5.6,6,94%
1/31/2026,Kingston East,Hickory KRH-0563,SL,One BR - Medium,10,11,91%
1/31/2026,Kingston East,Hickory KRH-0563,SL,One BR - Standard,63.4,80,79%
1/31/2026,Kingston East,Hickory KRH-0563,SL,Studio - Alcove,3,4,75%
1/31/2026,Kingston East,Hickory KRH-0563,SL,Studio - Efficiency,3,3,100%
1/31/2026,Kingston East,Hickory KRH-0563,SL,Studio - Hotel,7.3,10,73%
1/31/2026,Kingston East,Hickory KRH-0563,SL,Two Bedroom,6,6,100%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,One Bedroom,34,37,92%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,One BR - Alta Vista,3.1,4,78%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,One BR - Canyon Court,1,1,100%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,One BR - VDS,3,4,75%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,One BR Large - VDS,3,3,100%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,One BR Medium - VDS,1,1,100%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,Studio,14.3,17,84%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,Studio - Canyon Court,0,1,0%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,Studio - VDS,1,1,100%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,Studio Double - CC,1,1,100%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,Studio Double C size - CC,0,1,0%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,Two BR - One Bath,3.3,6,55%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL,Two BR - Two Bath,13,15,87%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL/MC,MC - Studio,24.8,39,64%
1/31/2026,Kingston West,Santa Fe KRS-0564,AL/MC,MC - Studio Deluxe,1,1,100%
1/31/2026,Michigan,Commerce - 503,AL,Companion,4,4,100%
1/31/2026,Michigan,Commerce - 503,AL,Studio - Private,16.9,18,94%
1/31/2026,Michigan,Commerce - 503,AL/MC,Legacy Bldng - Companion,2.5,3,84%
1/31/2026,Michigan,Commerce - 503,AL/MC,Legacy Bldng - Private,20.7,26,80%
1/31/2026,Michigan,Commerce - 503,HC,Companion,5.2,6,87%
1/31/2026,Michigan,Commerce - 503,HC,Private,48,50,96%
1/31/2026,Michigan,Commerce - 503,HC,Private Deluxe,4.9,5,98%
1/31/2026,Michigan,Commerce - 503,VIL,Independent Living - Villa 1,29.2,34,86%
1/31/2026,Michigan,East Lansing - 2507,AL,Companion,7,7,100%
1/31/2026,Michigan,East Lansing - 2507,AL,Studio - Private,21.5,22,98%
1/31/2026,Michigan,East Lansing - 2507,AL/MC,Legacy Bldng - Companion,5,6,84%
1/31/2026,Michigan,East Lansing - 2507,AL/MC,Legacy Bldng - Private,18.2,23,79%
1/31/2026,Michigan,East Lansing - 2507,HC,Companion,21.8,22,99%
1/31/2026,Michigan,East Lansing - 2507,HC,Private,40.7,43,95%
1/31/2026,Michigan,East Lansing - 2507,HC/MC,Legacy Lane - Companion,0,0,0%
1/31/2026,Michigan,East Lansing - 2507,HC/MC,Legacy Lane - Private,0,0,0%
1/31/2026,Michigan,Grand Blanc - 2505,AL,Companion,2,4,50%
1/31/2026,Michigan,Grand Blanc - 2505,AL,Studio - Private,13.1,18,73%
1/31/2026,Michigan,Grand Blanc - 2505,AL/MC,Legacy Lane - Companion,2,2,100%
1/31/2026,Michigan,Grand Blanc - 2505,AL/MC,Legacy Lane - Private,8,9,89%
1/31/2026,Michigan,Grand Blanc - 2505,HC,Companion,32.2,36,89%
1/31/2026,Michigan,Grand Blanc - 2505,HC,Private,26.7,28,95%
1/31/2026,Michigan,Howell - 2509,AL,Companion,5,5,100%
1/31/2026,Michigan,Howell - 2509,AL,Studio - Private,27,27,100%
1/31/2026,Michigan,Howell - 2509,AL,Studio - Private Deluxe,2,2,100%
1/31/2026,Michigan,Howell - 2509,AL/MC,MC-Compan;A Vw;B Loc;B Sz,3,3,100%
1/31/2026,Michigan,Howell - 2509,AL/MC,MC-Compan;A Vw;C Loc;B Sz,3,3,100%
1/31/2026,Michigan,Howell - 2509,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
1/31/2026,Michigan,Howell - 2509,AL/MC,MC-Studio;A Vw;C Loc;B Sz,3,3,100%
1/31/2026,Michigan,Howell - 2509,AL/MC,MC-Studio;B Vw;A Loc;B Sz,4,4,99%
1/31/2026,Michigan,Howell - 2509,AL/MC,MC-Studio;B Vw;B Loc;B Sz,3.5,4,89%
1/31/2026,Michigan,Howell - 2509,AL/MC,MC-Studio;B Vw;C Loc;B Sz,9,9,100%
1/31/2026,Michigan,Howell - 2509,HC,Companion,15.9,16,100%
1/31/2026,Michigan,Howell - 2509,HC,Private,38.7,40,97%
1/31/2026,Michigan,Jackson - 502,AL,Companion,0,0,0%
1/31/2026,Michigan,Jackson - 502,AL/MC,Legacy Lane - Companion,0,0,0%
1/31/2026,Michigan,Lapeer - 2506,AL,Companion,3.1,4,78%
1/31/2026,Michigan,Lapeer - 2506,AL,Studio - Private,15.6,18,87%
1/31/2026,Michigan,Lapeer - 2506,AL/MC,Legacy Lane - Companion,1.9,2,94%
1/31/2026,Michigan,Lapeer - 2506,AL/MC,Legacy Lane - Private,5.4,9,60%
1/31/2026,Michigan,Lapeer - 2506,HC,Companion,31.2,34,92%
1/31/2026,Michigan,Lapeer - 2506,HC,Private,44.5,46,97%
1/31/2026,Michigan,Macomb - 2508,AL,Companion,6,6,100%
1/31/2026,Michigan,Macomb - 2508,AL,Studio - Private,22.3,28,79%
1/31/2026,Michigan,Macomb - 2508,AL/MC,Legacy Bldng - Companion,6,6,99%
1/31/2026,Michigan,Macomb - 2508,AL/MC,Legacy Bldng - Private,22.5,23,98%
1/31/2026,Michigan,Macomb - 2508,HC,Companion,23.6,24,98%
1/31/2026,Michigan,Macomb - 2508,HC,Private,32.7,33,99%
1/31/2026,Michigan,Novi - 2510,AL,Companion,6.8,7,97%
1/31/2026,Michigan,Novi - 2510,AL,Studio - Private,15.5,24,65%
1/31/2026,Michigan,Novi - 2510,HC,Companion,14.9,16,93%
1/31/2026,Michigan,Novi - 2510,HC,Private,35.1,37,95%
1/31/2026,Michigan,Novi - 2510,HC,Private Deluxe,0.9,1,90%
1/31/2026,Michigan,Okemos - 2504,AL,Companion,4,4,100%
1/31/2026,Michigan,Okemos - 2504,AL,Studio - Private,16,16,100%
1/31/2026,Michigan,Okemos - 2504,HC,Companion,20.8,24,87%
1/31/2026,Michigan,Okemos - 2504,HC,Private,29.2,32,91%
1/31/2026,Michigan,Okemos - 2504,HC,TCU - Companion,6,6,100%
1/31/2026,Michigan,Okemos - 2504,HC,TCU - Private,5.5,6,91%
1/31/2026,Michigan,Romeo - 2512,AL,Companion,6.8,7,98%
1/31/2026,Michigan,Romeo - 2512,AL,Studio - Private,22.4,23,97%
1/31/2026,Michigan,Romeo - 2512,AL,Studio - Private Deluxe,1,1,100%
1/31/2026,Michigan,Romeo - 2512,AL/MC,Legacy Lane - Companion,6,6,100%
1/31/2026,Michigan,Romeo - 2512,AL/MC,Legacy Lane - Private,22.8,23,99%
1/31/2026,Michigan,Romeo - 2512,HC,Companion,17.6,18,98%
1/31/2026,Michigan,Romeo - 2512,HC,Private,35.7,37,97%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;A Vw;B Loc;B Sz,11,11,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;B Vw;A Loc;B Sz,1,1,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;B Vw;B Loc;B Sz,2,2,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;C Vw;A Loc;A Sz,2,2,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;C Vw;A Loc;B Sz,1,1,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;C Vw;B Loc;B Sz,15,15,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;C Vw;B Loc;C Sz,3,3,100%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;C Vw;C Loc;B Sz,15.4,16,96%
1/31/2026,Michigan,Romeo SL - 527,SL,1BR;C Vw;C Loc;C Sz,4,4,100%
1/31/2026,Michigan,Romeo SL - 527,SL,2BR;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Michigan,Romeo SL - 527,SL,2BR;B Vw;A Loc;B Sz,1,1,100%
1/31/2026,Michigan,Romeo SL - 527,SL,2BR;C Vw;A Loc;C Sz,1,1,100%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio Dlx;C Vw;A Loc;B Sz,3,3,100%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio Dlx;C Vw;C Loc;B Sz,3.7,4,92%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio;B Vw;B Loc;A Sz,3,3,100%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio;B Vw;B Loc;B Sz,1,1,100%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio;B Vw;C Loc;A Sz,1,1,100%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio;B Vw;C Loc;B Sz,3,3,100%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio;C Vw;B Loc;A Sz,2,2,100%
1/31/2026,Michigan,Romeo SL - 527,SL,Studio;C Vw;C Loc;A Sz,2,2,100%
1/31/2026,North Central Indiana,Anderson - 112,AL,Companion,2,2,100%
1/31/2026,North Central Indiana,Anderson - 112,AL,Studio - Double 300 SQ FT,4.9,5,99%
1/31/2026,North Central Indiana,Anderson - 112,AL,Studio - Double 330 SQ FT,5.6,6,94%
1/31/2026,North Central Indiana,Anderson - 112,AL,Studio 300 SQ FT,13.4,14,96%
1/31/2026,North Central Indiana,Anderson - 112,AL,Studio 330 SQ FT,0,0,0%
1/31/2026,North Central Indiana,Anderson - 112,AL/MC,Legacy Bldng - Companion,2.4,4,59%
1/31/2026,North Central Indiana,Anderson - 112,AL/MC,Legacy Bldng - Private,13,17,76%
1/31/2026,North Central Indiana,Anderson - 112,HC,Companion,21.7,25,87%
1/31/2026,North Central Indiana,Anderson - 112,HC,Private,34.2,38,90%
1/31/2026,North Central Indiana,Anderson - 112,HC/MC,Legacy Lane - Companion,3.1,4,78%
1/31/2026,North Central Indiana,Anderson - 112,HC/MC,Legacy Lane - Private,5.4,6,89%
1/31/2026,North Central Indiana,Anderson - 112,VIL,Independent Living - Villa,22.7,26,87%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL,Companion,0,0,0%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL,One BR Apt-Double,3,4,75%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL,One BR Apt-Single,4,4,100%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL,Studio - Double,5.9,6,99%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL,Studio - Private,11.5,12,96%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL,Studio Deluxe - Double,4,4,100%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL/MC,MC - Companion,1,1,100%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL/MC,MC - Studio - Private,14,14,100%
1/31/2026,North Central Indiana,Crawfordsville - 5167,AL/MC,MC - Studio Double,1,1,100%
1/31/2026,North Central Indiana,Crawfordsville - 5167,HC,Companion,20.6,22,94%
1/31/2026,North Central Indiana,Crawfordsville - 5167,HC,Private,34.6,37,93%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Compan;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Compan;A Vw;C Loc;B Sz,3,3,100%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Compan;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio - Double:B Vw:C Loc;B Sz,1,1,100%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio - Double;A Vw;A Loc;B Sz,3.9,4,97%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio - Double;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio - Double;A Vw;C Loc;B Sz,1,1,100%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio - Double;B Vw;A Loc;B Sz,1.7,2,85%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio - Double;B Vw;B Loc;B Sz,1,1,100%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio;A Vw;C Loc;B Sz,1.3,4,33%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio;B Vw;B Loc;B Sz,0.9,1,87%
1/31/2026,North Central Indiana,Delphi - 2134,AL,Studio;B Vw;C Loc;B Sz,5,5,100%
1/31/2026,North Central Indiana,Delphi - 2134,HC,Companion,38,39,98%
1/31/2026,North Central Indiana,Delphi - 2134,HC,Private,7.9,10,79%
1/31/2026,North Central Indiana,Delphi - 2134,HC,Private Dlx - Renovated,3.8,6,64%
1/31/2026,North Central Indiana,Delphi - 2134,HC,TCU - Private,3.5,7,50%
1/31/2026,North Central Indiana,Kokomo WK - 5168,AL,One BR Apt-Double,5,5,100%
1/31/2026,North Central Indiana,Kokomo WK - 5168,AL,One BR Apt-Single,3,3,100%
1/31/2026,North Central Indiana,Kokomo WK - 5168,AL,Studio - Double,1,1,100%
1/31/2026,North Central Indiana,Kokomo WK - 5168,AL,Studio - Private,16.9,17,99%
1/31/2026,North Central Indiana,Kokomo WK - 5168,AL,Studio - Private Deluxe,4,4,100%
1/31/2026,North Central Indiana,Kokomo WK - 5168,HC,Companion,7.5,8,94%
1/31/2026,North Central Indiana,Kokomo WK - 5168,HC,Private,48.9,62,79%
1/31/2026,North Central Indiana,Kokomo WP - 106,AL,Companion,2,2,100%
1/31/2026,North Central Indiana,Kokomo WP - 106,AL,Studio - Double,2,2,100%
1/31/2026,North Central Indiana,Kokomo WP - 106,AL,Studio - Private,17,18,95%
1/31/2026,North Central Indiana,Kokomo WP - 106,AL/MC,Legacy Bldng - Companion,2,3,67%
1/31/2026,North Central Indiana,Kokomo WP - 106,AL/MC,Legacy Bldng - Private,17.5,18,97%
1/31/2026,North Central Indiana,Kokomo WP - 106,HC,Companion,49.1,58,85%
1/31/2026,North Central Indiana,Kokomo WP - 106,HC,Private,13.6,17,80%
1/31/2026,North Central Indiana,Kokomo WP - 106,HC,Private Deluxe,2,2,100%
