FacilityName,FacilityCustomerID,BedTypeDescription,LevelofCare,RoomChargeDescription,BasePriceBeginDate,BasePrice,BasePriceChargeBy,PayerBeginDate,PayerName,PayerChargeBy,Proration,RevenueCode,AllowableCharge,AllowablePercent,HospBedHoldRate,HospBedHoldPercent,TherBedHoldRate,TherBedHoldPercent,RevenueAccount,ContractualAccount,CopayContractualAccount
The Residence at Waterford Crossing AL,~18-0184-AL,One BR 639 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR 686 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR 686 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR 686 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR 686 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Balcony-Double,Semi-Private,ROOM CHARGE,5/1/2025,119,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Balcony-Double,Semi-Private,ROOM CHARGE,5/1/2025,119,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Balcony-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,119,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Balcony-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,119,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Deluxe 668 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,109,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Deluxe 668 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,109,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Deluxe 668 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,109,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR Deluxe 668 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,109,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR V 605 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR V 605 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,One BR V 605 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,One BR V 605 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,99,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 1036 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,139,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 1036 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,139,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 1036 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,139,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 1036 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,139,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 928 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,129,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 928 SQ FT-Double,Semi-Private,ROOM CHARGE,5/1/2025,129,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 928 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,129,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Residence at Waterford Crossing AL,~18-0184-AL,Two BR 928 SQ FT-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,129,Daily,5/1/2025,Private AL,Daily,None,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Springs at Lafayette AL,~18-0162-AL,MC - Companion,Semi-Private,Room Charge,5/1/2025,5889,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs at Lafayette AL,~18-0162-AL,MC - Companion,Semi-Private,Room Charge,5/1/2025,5889,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs at Lafayette AL,~18-0162-AL,MC - Companion,Semi-Private - 2nd Occupant,Room Charge,5/1/2025,5889,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs at Lafayette AL,~18-0162-AL,MC - Companion,Semi-Private - 2nd Occupant,Room Charge,5/1/2025,5889,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;A Vw;C Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5539,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;A Vw;C Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5539,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;A Vw;C Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5539,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;A Vw;C Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5539,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;C Vw;C Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5439,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;C Vw;C Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5439,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;C Vw;C Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5439,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs at Oldham Reserve AL,~14-0177-AL,MC-Compan;C Vw;C Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5439,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;B Vw;B Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5299,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;B Vw;B Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5299,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;B Vw;B Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5299,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;B Vw;B Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5299,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;C Vw;B Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5189,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;C Vw;B Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,5189,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;C Vw;B Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5189,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Springs of Lima AL,~14-0433-AL,Legacy-Compan;C Vw;B Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5189,Monthly,5/1/2025,Private AL,Monthly,Monthly,,0,100,0,100,0,100,~C04-41012,~C04-41012,~C04-41012
The Village at Orchard Grove SL,~14-0527-SL,1BR;A Vw;B Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,3339,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;A Vw;B Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3339,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;B Vw;A Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,3339,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;B Vw;A Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3339,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;B Vw;B Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,3239,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;B Vw;B Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3239,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;B Vw;C Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,3149,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;B Vw;C Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3149,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;A Loc;A Sz,Semi-Private,ROOM CHARGE,5/1/2025,3369,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;A Loc;A Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3369,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;A Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,3239,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;A Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3239,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;B Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,3149,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;B Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3149,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;B Loc;C Sz,Semi-Private,ROOM CHARGE,5/1/2025,3009,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;B Loc;C Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3009,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;C Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,3059,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;C Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3059,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;C Loc;C Sz,Semi-Private,ROOM CHARGE,5/1/2025,2929,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Village at Orchard Grove SL,~14-0527-SL,1BR;C Vw;C Loc;C Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,2929,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Villages at Oak Ridge AL,~18-0305-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,4109,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Villages at Oak Ridge AL,~18-0305-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,4109,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Villages at Oak Ridge AL,~18-0305-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,4109,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Villages at Oak Ridge AL,~18-0305-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,4109,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Citation AL,~14-0148-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,4179,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Citation AL,~14-0148-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,4179,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Citation AL,~14-0148-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,4179,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Citation AL,~14-0148-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,4179,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Fritz Farm AL,~14-0147-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,4439,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Fritz Farm AL,~14-0147-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,4439,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Fritz Farm AL,~14-0147-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,4439,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Fritz Farm AL,~14-0147-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,4439,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Hamburg AL,~14-0146-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,3809,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Hamburg AL,~14-0146-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,3809,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Hamburg AL,~14-0146-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3809,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Hamburg AL,~14-0146-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3809,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Hamburg AL,~14-0146-AL,Two BR Apt - Double,Semi-Private,ROOM CHARGE,5/1/2025,2519,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Hamburg AL,~14-0146-AL,Two BR Apt - Double,Semi-Private,ROOM CHARGE,5/1/2025,2519,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Hamburg AL,~14-0146-AL,Two BR Apt - Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,2519,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Hamburg AL,~14-0146-AL,Two BR Apt - Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,2519,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Harrodsburg SL,~14-0187-SL,Studio;A Vw;C Loc;B Sz,Semi-Private,ROOM CHARGE,5/1/2025,2759,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41010,~C06-41010,~C06-41010
The Willows at Harrodsburg SL,~14-0187-SL,Studio;A Vw;C Loc;B Sz,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,2759,Monthly,5/1/2025,Private SL,Monthly,Annually,,0,100,0,100,0,100,~C06-41011,~C06-41011,~C06-41011
The Willows at Willard AL,~14-0424-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,5229,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Willard AL,~14-0424-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,5229,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
The Willows at Willard AL,~14-0424-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5229,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
The Willows at Willard AL,~14-0424-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,5229,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Walkers Trail Senior Living AL,~70-0231-AL,2BR,Semi-Private,Room Charge,5/1/2025,4899,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Walkers Trail Senior Living AL,~70-0231-AL,2BR,Semi-Private,Room Charge,5/1/2025,4899,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Walkers Trail Senior Living AL,~70-0231-AL,2BR,Semi-Private - 2nd Occupant,Room Charge,5/1/2025,4899,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Walkers Trail Senior Living AL,~70-0231-AL,2BR,Semi-Private - 2nd Occupant,Room Charge,5/1/2025,4899,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Waunakee Valley Senior Living AL,~54-0571-AL,1 Bedroom,Semi-Private,ROOM CHARGE,5/1/2025,2729,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Waunakee Valley Senior Living AL,~54-0571-AL,1 Bedroom,Semi-Private,ROOM CHARGE,5/1/2025,2729,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Waunakee Valley Senior Living AL,~54-0571-AL,1 Bedroom,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,2729,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Waunakee Valley Senior Living AL,~54-0571-AL,1 Bedroom,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,2729,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Wellbrooke of Avon AL,~18-0166-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Wellbrooke of Avon AL,~18-0166-AL,Companion,Semi-Private,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Wellbrooke of Avon AL,~18-0166-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Wellbrooke of Avon AL,~18-0166-AL,Companion,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Wellbrooke of Avon AL,~18-0166-AL,One BR Apt-Double,Semi-Private,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Wellbrooke of Avon AL,~18-0166-AL,One BR Apt-Double,Semi-Private,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41010,~C03-41010,~C03-41010
Wellbrooke of Avon AL,~18-0166-AL,One BR Apt-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Hospice Private,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Wellbrooke of Avon AL,~18-0166-AL,One BR Apt-Double,Semi-Private - 2nd Occupant,ROOM CHARGE,5/1/2025,3389,Monthly,5/1/2025,Private AL,Monthly,Annually,,0,100,0,100,0,100,~C03-41011,~C03-41011,~C03-41011
Wellbrooke of Crawfordsville AL,~18-0167-AL,MC - Companion,Semi-Private,Room Charge,5/1/2025,6049,Monthly,5/1/2025,Hospice Private,Monthly,Monthly,,0,100,0,100,0,100,~C04-41013,~C04-41013,~C04-41013
